日期,Close,Open,High,Low,Volume,rate
2017年10月16日,179.56,180,180.05,178.51,12.86M,0.62%
2017年10月13日,178.45,180.96,181.4,177.97,18.11M,-1.15%
2017年10月12日,180.53,184.04,184.39,180.35,15.44M,-2.25%
2017年10月11日,184.69,183,184.7,182.6,11.97M,0.86%
2017年10月10日,183.12,181.65,184.46,181.36,13.20M,0.57%
2017年10月9日,182.09,178.97,183.13,178.75,15.01M,1.61%
2017年10月6日,179.2,177.85,179.87,177.61,8.75M,0.17%
2017年10月5日,178.89,179,179.73,176.03,11.90M,0.10%
2017年10月4日,178.71,178.06,180,177.3,11.42M,0.08%
2017年10月3日,178.56,176.06,178.78,173.61,16.71M,2.85%
2017年10月2日,173.61,174.57,175.13,172.57,12.56M,0.52%
2017年9月29日,172.71,171.11,173.54,170.74,13.40M,1.45%
2017年9月28日,170.24,170.91,171.88,169.57,13.96M,-0.44%
2017年9月27日,170.99,169.84,171.95,169.45,19.44M,2.38%
2017年9月26日,167.02,170.01,171.9,166.79,23.70M,-1.52%
2017年9月25日,169.59,176.48,177,167.5,34.03M,-4.80%
2017年9月22日,178.14,176.2,178.42,175.68,12.75M,0.42%
2017年9月21日,177.39,178.05,178.86,175.3,14.58M,-0.31%
2017年9月20日,177.95,180.02,180.5,176.15,15.40M,-1.18%
2017年9月19日,180.07,180.69,180.87,179.25,14.75M,0.05%
2017年9月18日,179.98,178.89,180.29,177.75,22.92M,1.86%
2017年9月15日,176.7,177.9,179.75,176.7,26.57M,-0.23%
2017年9月14日,177.1,177.54,179.93,176.02,22.83M,-1.04%
2017年9月13日,178.97,175.75,179.1,175.56,22.06M,2.09%
2017年9月12日,175.31,174.89,175.62,173.37,15.63M,0.72%
2017年9月11日,174.06,171.5,174.2,171.5,18.26M,2.99%
2017年9月8日,169,169.99,171.22,168.92,12.35M,-0.87%
2017年9月7日,170.48,169.26,170.97,168,15.14M,1.39%
2017年9月6日,168.14,170.17,171.11,167,19.99M,-1.05%
2017年9月5日,169.92,169.47,171.93,168.74,15.02M,-0.65%
2017年9月1日,171.04,171.99,172.39,170.65,11.17M,-0.41%
2017年8月31日,171.74,172.54,172.9,170.25,16.49M,0.29%
2017年8月30日,171.25,169.15,172.39,169.15,17.77M,2.29%
2017年8月29日,167.41,165.15,169.23,164.35,19.59M,-0.53%
2017年8月28日,168.3,171.15,171.34,167.06,24.62M,-2.00%
2017年8月25日,171.74,174.8,174.94,171.11,24.18M,-1.86%
2017年8月24日,175,177,177,174.3,20.80M,-0.46%
2017年8月23日,175.8,172.9,176.23,172.75,21.94M,0.77%
2017年8月22日,174.46,170.02,174.77,169.64,24.48M,3.08%
2017年8月21日,169.25,168.29,170.6,166.98,22.35M,1.04%
2017年8月18日,167.5,165.36,169.5,164.1,31.49M,2.18%
2017年8月17日,163.92,166.12,168,163.51,56.84M,2.77%
2017年8月16日,159.5,160,160.35,158.53,21.32M,1.11%
2017年8月15日,157.75,155.74,158.32,154,18.64M,2.03%
2017年8月14日,154.61,154.77,155.08,153.1,14.60M,1.92%
2017年8月11日,151.7,150.51,152.57,147.5,22.33M,-0.05%
2017年8月10日,151.77,156.2,156.5,151.25,19.30M,-3.63%
2017年8月9日,157.49,156.05,157.71,155.2,11.02M,-0.01%
2017年8月8日,157.5,158.56,159.84,156.8,15.45M,-0.84%
2017年8月7日,158.84,154.83,158.99,154.37,15.91M,3.59%
2017年8月4日,153.33,154.32,154.32,152.16,10.04M,0.01%
2017年8月3日,153.32,152.1,153.8,149.6,12.44M,0.93%
2017年8月2日,151.91,155.47,155.75,149.1,19.53M,-1.82%
2017年8月1日,154.73,156.25,156.61,153.8,12.04M,-0.14%
2017年7月31日,154.95,158.9,159.39,153.5,17.78M,-1.66%
2017年7月28日,157.56,153.96,158.96,152.82,14.45M,2.21%
2017年7月27日,154.15,157.85,160.39,151.33,26.06M,-1.05%
2017年7月26日,155.79,152.53,156,152.36,14.47M,2.20%
2017年7月25日,152.44,152.36,152.75,150.85,8.46M,0.12%
2017年7月24日,152.26,152.77,153.23,151.6,10.65M,0.24%
2017年7月21日,151.89,151.79,152.15,150.31,11.45M,-0.14%
2017年7月20日,152.11,153.96,154.12,151.84,16.74M,-0.68%
2017年7月19日,153.15,155.14,156.41,152.64,16.90M,-0.39%
2017年7月18日,153.75,151.08,154.6,150.48,15.31M,1.67%
2017年7月17日,151.23,153.53,153.7,150.42,15.34M,-0.40%
2017年7月14日,151.83,150.12,152.25,149.69,11.47M,1.54%
2017年7月13日,149.52,149.52,150,148,11.68M,0.35%
2017年7月12日,149,147.38,149.3,146.85,14.96M,2.19%
2017年7月11日,145.81,144.29,145.87,143.26,13.52M,1.39%
2017年7月10日,143.81,143,144.16,142.25,10.35M,0.97%
2017年7月7日,142.43,142.65,143.38,141.83,8.05M,0.16%
2017年7月6日,142.2,143.01,143.62,141.83,11.93M,-1.84%
2017年7月5日,144.87,141.16,145,140.33,17.00M,2.75%
2017年7月3日,140.99,141.75,142.49,139.5,6.98M,0.06%
2017年6月30日,140.9,141.03,142.38,139.92,12.28M,0.06%
2017年6月29日,140.81,143.16,143.56,137.52,24.13M,-2.18%
2017年6月28日,143.95,142.65,144.37,141.48,17.76M,1.71%
2017年6月27日,141.53,143.9,144.38,141.1,17.37M,-0.84%
2017年6月26日,142.73,144.03,145.36,141.27,17.83M,-0.20%
2017年6月23日,143.01,142.1,143.34,141.6,11.76M,0.52%
2017年6月22日,142.27,142.05,144.68,140.88,21.90M,-0.71%
2017年6月21日,143.29,138.82,143.5,138.02,30.91M,3.55%
2017年6月20日,138.38,140.08,140.63,137.93,20.58M,-0.78%
2017年6月19日,139.47,137.81,140.4,137.4,24.95M,3.41%
2017年6月16日,134.87,136.28,136.5,133.55,36.43M,-0.16%
2017年6月15日,135.08,135.64,135.67,133.1,30.51M,-1.16%
2017年6月14日,136.67,137.8,139.25,135.26,32.86M,0.05%
2017年6月13日,136.6,141.88,142.24,135.9,40.88M,-1.78%
2017年6月12日,139.08,139.17,142.2,136.05,32.18M,-0.26%
2017年6月9日,139.44,144.57,148.29,137.01,54.37M,-2.04%
2017年6月8日,142.34,142.51,143.7,135.21,81.38M,13.29%
2017年6月7日,125.64,125.08,125.91,124.11,9.43M,0.82%
2017年6月6日,124.62,125.61,126.2,124.27,9.26M,-0.60%
2017年6月5日,125.37,124.02,125.56,123.87,10.03M,1.00%
2017年6月2日,124.13,123.72,124.53,123.24,7.34M,0.13%
2017年6月1日,123.97,122.82,124,122.26,8.90M,1.23%
2017年5月31日,122.46,123.64,124.18,122,11.58M,-1.17%
2017年5月30日,123.91,124.08,124.88,123.53,8.34M,-0.06%
2017年5月26日,123.99,123.93,124.65,123.1,7.56M,0.29%
2017年5月25日,123.63,123.74,124.45,122.31,12.49M,0.67%
2017年5月24日,122.81,123.07,123.68,121.95,8.38M,-0.10%
2017年5月23日,122.93,124.67,125.67,122.85,14.37M,-1.46%
2017年5月22日,124.75,124.98,125.59,123.56,13.49M,1.24%
2017年5月19日,123.22,123.96,126.4,123.07,21.10M,1.61%
2017年5月18日,121.27,116.31,122.63,114,37.12M,0.46%
2017年5月17日,120.72,123.25,123.89,120.5,19.83M,-2.66%
2017年5月16日,124.02,121.98,124.34,121.74,18.22M,2.16%
2017年5月15日,121.4,121.03,121.49,120.03,11.13M,0.88%
2017年5月12日,120.34,120.37,120.47,119.51,9.82M,0.15%
2017年5月11日,120.16,120.13,120.5,118.25,11.38M,0.15%
2017年5月10日,119.98,120.01,120.33,119.1,9.35M,-0.02%
2017年5月9日,120,118.62,120,118.07,15.22M,2.69%
2017年5月8日,116.86,116.9,117.51,116.2,6.46M,0.71%
2017年5月5日,116.04,116.05,116.15,114.8,7.10M,0.16%
2017年5月4日,115.86,115.94,116.41,115.15,6.98M,-0.61%
2017年5月3日,116.57,117.95,118,115.12,10.59M,-1.29%
2017年5月2日,118.09,117.07,118.69,117,10.05M,1.21%
2017年5月1日,116.68,115.63,117.24,115.5,7.33M,1.02%
2017年4月28日,115.5,115.9,115.99,115,6.98M,0.06%
2017年4月27日,115.43,115,115.96,114.83,9.44M,0.40%
2017年4月26日,114.97,115.37,115.75,114.62,6.68M,-0.44%
2017年4月25日,115.48,115.54,115.82,114.8,11.43M,0.54%
2017年4月24日,114.86,114.04,115.16,114.02,13.39M,1.55%
2017年4月21日,113.11,112.8,113.17,112.3,8.97M,0.13%
2017年4月20日,112.96,111.53,113.6,111.48,13.77M,1.99%
2017年4月19日,110.76,111.99,112.2,110.57,9.60M,-0.42%
2017年4月18日,111.23,111.2,112.2,110.87,8.31M,-0.47%
2017年4月17日,111.76,110.91,111.87,110.3,7.13M,1.41%
2017年4月13日,110.21,110.72,111.45,109.82,6.86M,-0.38%
2017年4月12日,110.63,110.5,111.7,110.31,8.10M,0.17%
2017年4月11日,110.44,111.4,111.79,109.46,10.01M,-1.13%
2017年4月10日,111.7,109,111.88,108.84,14.80M,2.49%
2017年4月7日,108.99,107.88,109.07,106.76,8.35M,0.88%
2017年4月6日,108.04,107.59,108.42,107.15,5.21M,0.56%
2017年4月5日,107.44,108.36,108.82,107.32,8.21M,-0.07%
2017年4月4日,107.52,107.87,108.26,106.88,6.48M,-0.53%
2017年4月3日,108.09,108.85,109.47,107.52,8.39M,0.24%
2017年3月31日,107.83,108.5,109.12,107.78,9.00M,-0.94%
2017年3月30日,108.85,109.73,110.45,108.66,10.59M,-0.60%
2017年3月29日,109.51,107.97,109.74,107.69,8.79M,1.59%
2017年3月28日,107.8,108.23,108.95,107.46,6.47M,-0.26%
2017年3月27日,108.08,106.65,108.19,106.51,7.71M,0.04%
2017年3月24日,108.04,108.4,109.13,107.23,7.58M,-0.19%
2017年3月23日,108.25,106.95,108.83,106.44,13.41M,2.04%
2017年3月22日,106.09,104.64,106.12,103.98,7.15M,0.95%
2017年3月21日,105.09,108.46,108.7,104.7,13.88M,-2.01%
2017年3月20日,107.25,106.23,108.2,105.94,12.45M,1.55%
2017年3月17日,105.61,105.17,106.5,104.86,8.78M,-0.02%
2017年3月16日,105.63,105.25,105.65,104.3,12.45M,1.87%
2017年3月15日,103.69,104.37,104.49,102.6,11.70M,-0.54%
2017年3月14日,104.25,104.61,106,103.82,7.75M,-0.88%
2017年3月13日,105.18,103.52,106.25,103.47,16.12M,1.73%
2017年3月10日,103.39,103.43,103.7,102.63,4.12M,0.15%
2017年3月9日,103.24,102.97,103.75,102.76,4.52M,0.02%
2017年3月8日,103.22,102.63,104.29,102.54,7.07M,0.57%
2017年3月7日,102.63,102.3,103.31,102.11,4.99M,0.31%
2017年3月6日,102.31,102.76,103.25,102.1,6.29M,-0.97%
2017年3月3日,103.31,102.99,103.42,102.44,6.32M,0.12%
2017年3月2日,103.19,103.8,104.58,102.77,7.98M,-0.82%
2017年3月1日,104.04,103.68,104.99,103.21,10.33M,1.11%
2017年2月28日,102.9,103.89,103.99,102.03,8.02M,-0.68%
2017年2月27日,103.6,102.5,103.83,102.22,6.87M,0.63%
2017年2月24日,102.95,101.39,103,101.3,7.36M,0.48%
2017年2月23日,102.46,104.72,104.86,101.82,10.10M,-1.67%
2017年2月22日,104.2,102.48,105.2,102.42,15.78M,2.04%
2017年2月21日,102.12,101.03,102.54,100.91,8.19M,1.59%
2017年2月17日,100.52,100.69,101.73,100.3,8.26M,-0.30%
2017年2月16日,100.82,101.86,102.1,100.5,7.46M,-0.72%
2017年2月15日,101.55,102.06,102.13,100.11,12.38M,-0.04%
2017年2月14日,101.59,103.14,103.6,100.9,10.24M,-1.46%
2017年2月13日,103.1,102.82,104.44,102.62,9.73M,0.72%
2017年2月10日,102.36,103.88,103.94,102.31,7.68M,-0.95%
2017年2月9日,103.34,103.33,104.18,102.56,8.44M,-0.22%
2017年2月8日,103.57,101.55,103.99,101.16,10.18M,2.72%
2017年2月7日,100.83,101.04,101.6,100.5,5.66M,-0.07%
2017年2月6日,100.9,100.17,101.71,100.02,6.87M,0.51%
2017年2月3日,100.39,101.5,101.56,100.3,6.20M,-0.45%
2017年2月2日,100.84,101.28,101.47,100.56,5.37M,-0.72%
2017年2月1日,101.57,102.07,102.38,100.87,5.74M,0.26%
2017年1月31日,101.31,100.24,102.09,100.06,7.53M,0.29%
2017年1月30日,101.02,101.2,101.46,100.09,8.62M,-1.03%
2017年1月27日,102.07,102.25,102.7,101.29,8.03M,-0.66%
2017年1月26日,102.75,103.92,104.57,102.17,12.50M,-1.26%
2017年1月25日,104.06,102.46,104.27,101.9,23.32M,2.59%
2017年1月24日,101.43,103.15,103.19,99.94,37.18M,3.07%
2017年1月23日,98.41,96.48,98.67,96.26,14.09M,2.45%
2017年1月20日,96.06,96.45,97.15,95.67,9.69M,-0.11%
2017年1月19日,96.17,96.42,96.7,95.58,7.09M,0.18%
2017年1月18日,96,96.27,96.27,95.26,6.61M,-0.12%
2017年1月17日,96.12,96.32,96.59,95,6.34M,-0.16%
2017年1月13日,96.27,95.95,97.38,95.76,10.70M,0.39%
2017年1月12日,95.9,96.85,96.85,94.8,8.42M,-1.07%
2017年1月11日,96.94,96.92,97.45,95.6,8.74M,0.20%
2017年1月10日,96.75,96.4,97.9,95.55,14.78M,2.14%
2017年1月9日,94.72,94.16,95.65,93.31,10.83M,0.88%
2017年1月6日,93.89,94.4,94.5,93,7.64M,-0.51%
2017年1月5日,94.37,91.91,94.81,91.64,16.82M,4.26%
2017年1月4日,90.51,88.98,90.89,88.58,11.49M,2.16%
2017年1月3日,88.6,89,89,88.08,8.79M,0.90%
2016年12月30日,87.81,87.57,88.1,87.2,7.21M,0.55%
2016年12月29日,87.33,87.82,88.2,87.16,5.47M,-0.05%
2016年12月28日,87.37,88.3,88.75,87.22,6.42M,-0.19%
2016年12月27日,87.54,86.72,87.94,86.71,5.23M,0.86%
2016年12月23日,86.79,86.62,87.68,86.62,6.36M,-0.01%
2016年12月22日,86.8,87.89,88.26,86.01,14.40M,-2.75%
2016年12月21日,89.25,89.96,90.43,89.25,9.04M,-0.66%
2016年12月20日,89.84,89.19,90.31,88.94,8.43M,1.02%
2016年12月19日,88.93,88.61,89.82,88.41,10.23M,0.29%
2016年12月16日,88.67,89,90.1,88.56,11.34M,-0.20%
2016年12月15日,88.85,90,90.6,88.74,19.22M,-2.57%
2016年12月14日,91.19,91.83,92.26,90.83,9.15M,-1.05%
2016年12月13日,92.16,92.8,93.73,91.87,10.49M,-0.34%
2016年12月12日,92.47,92.05,92.89,91.7,9.36M,-0.87%
2016年12月9日,93.28,92.51,93.64,92.28,9.18M,1.05%
2016年12月8日,92.31,91.8,93.08,91.03,10.92M,1.36%
2016年12月7日,91.07,90.52,91.65,89.5,13.24M,0.74%
2016年12月6日,90.4,91.56,91.93,89.96,7.79M,-0.65%
2016年12月5日,90.99,90.05,91.4,89.57,8.90M,0.56%
2016年12月2日,90.48,90.38,91.74,89.95,11.72M,0.69%
2016年12月1日,89.86,94,94.06,89.18,24.03M,-4.42%
2016年11月30日,94.02,95.28,95.48,93.3,11.45M,-1.02%
2016年11月29日,94.99,93.67,96.06,93.39,14.15M,1.31%
2016年11月28日,93.76,93.02,95.74,93,14.34M,0.81%
2016年11月25日,93.01,93.55,93.75,92.77,4.87M,-0.02%
2016年11月23日,93.03,92.53,93.4,91.45,11.74M,-0.19%
2016年11月22日,93.21,94.24,94.42,93.16,10.40M,-0.21%
2016年11月21日,93.41,94.05,94.66,93,8.96M,0.02%
2016年11月18日,93.39,94.85,95.3,92.67,10.03M,-0.72%
2016年11月17日,94.07,94.71,94.98,93.64,10.38M,1.30%
2016年11月16日,92.86,91.39,93.68,91.33,14.08M,2.04%
2016年11月15日,91,91,93.49,90.75,16.72M,1.37%
2016年11月14日,89.77,92.45,92.54,87.88,27.36M,-3.46%
2016年11月11日,92.99,93.86,94.09,91.1,23.73M,-1.43%
2016年11月10日,94.34,98.34,98.5,92.22,27.35M,-2.41%
2016年11月9日,96.67,97.38,98.58,95.8,20.95M,-3.18%
2016年11月8日,99.85,99.39,99.99,98.36,8.09M,0.50%
2016年11月7日,99.35,100.07,100.62,99.16,11.20M,1.82%
2016年11月4日,97.57,96.9,98.79,96.67,9.05M,-0.18%
2016年11月3日,97.75,98.04,99.3,96.46,17.41M,-0.77%
2016年11月2日,98.51,103.85,104.1,97.3,37.07M,-2.61%
2016年11月1日,101.15,100.43,101.24,99.21,21.29M,-0.53%
2016年10月31日,101.69,102.65,103.21,101.42,15.84M,-0.24%
2016年10月28日,101.93,102.35,103.05,101.55,8.48M,-0.44%
2016年10月27日,102.38,103.38,104.11,101.85,8.81M,-0.39%
2016年10月26日,102.78,103.68,104,102.7,7.58M,-1.38%
2016年10月25日,104.22,104.86,105.2,104.02,8.99M,-0.27%
2016年10月24日,104.5,104.98,105.3,103.55,10.90M,0.54%
2016年10月21日,103.94,103.7,103.94,102.75,8.07M,0.09%
2016年10月20日,103.85,104.2,104.74,103.57,7.11M,-0.08%
2016年10月19日,103.93,104.33,104.8,103.65,8.92M,0.57%
2016年10月18日,103.34,104.47,104.99,103.31,11.11M,0.49%
2016年10月17日,102.84,101.5,103.47,101.27,10.35M,0.97%
2016年10月14日,101.85,104.27,104.7,101.03,12.79M,-0.29%
2016年10月13日,102.15,102.06,102.55,99,22.39M,-1.42%
2016年10月12日,103.62,105.05,105.11,101.82,18.44M,-1.53%
2016年10月11日,105.23,107.89,107.97,104.75,14.92M,-2.93%
2016年10月10日,108.41,106.79,109,106.56,11.52M,2.27%
2016年10月7日,106,106.89,107.55,105.56,8.95M,-1.01%
2016年10月6日,107.08,107.3,107.51,106.19,9.89M,0.11%
2016年10月5日,106.96,105.87,107.45,105.66,13.18M,1.43%
2016年10月4日,105.45,105.93,106.23,105.05,11.07M,0.07%
2016年10月3日,105.38,105.45,106.29,104.98,10.85M,-0.39%
2016年9月30日,105.79,106.5,107.1,105.79,15.58M,0.23%
2016年9月29日,105.55,106.51,106.69,104.57,30.24M,-2.94%
2016年9月28日,108.75,108.44,109.87,107.16,16.37M,0.45%
2016年9月27日,108.26,106.52,108.49,106.37,17.56M,2.24%
2016年9月26日,105.89,106.52,107.06,105.3,16.81M,-1.69%
2016年9月23日,107.71,108.25,108.4,106.71,23.08M,-1.51%
2016年9月22日,109.36,107.57,109.76,107.48,35.63M,3.17%
2016年9月21日,106,102.46,106.19,102.21,23.00M,4.48%
2016年9月20日,101.45,102.94,103.73,100.93,12.86M,-1.53%
2016年9月19日,103.03,105.16,105.5,102.19,15.23M,-1.54%
2016年9月16日,104.64,104,105.39,103.86,20.36M,0.18%
2016年9月15日,104.45,102.62,104.48,102.53,20.84M,2.00%
2016年9月14日,102.4,100.08,102.59,100.02,19.60M,2.11%
2016年9月13日,100.28,100.38,101.49,98.84,20.00M,-0.52%
2016年9月12日,100.8,97.38,101.38,97,17.32M,1.18%
2016年9月9日,99.62,101.8,102.21,99.05,21.25M,-2.88%
2016年9月8日,102.57,101.93,103.78,101.63,15.48M,0.24%
2016年9月7日,102.32,103.84,104,102.26,15.76M,-1.41%
2016年9月6日,103.78,100.45,104.3,100.45,32.80M,4.56%
2016年9月2日,99.25,97.97,99.67,97.97,17.48M,1.88%
2016年9月1日,97.42,97.3,98,97.01,13.39M,0.24%
2016年8月31日,97.19,96.14,97.2,96.01,28.62M,1.24%
2016年8月30日,96,95.35,96.68,95.17,13.99M,1.18%
2016年8月29日,94.88,94.6,95.16,94.21,8.82M,-0.19%
2016年8月26日,95.06,94.15,95.45,94.08,14.13M,1.19%
2016年8月25日,93.94,93.75,94.69,93.12,13.04M,0.06%
2016年8月24日,93.88,95.68,96.3,93.56,12.73M,-1.99%
2016年8月23日,95.79,95.59,96.48,95.41,9.65M,0.15%
2016年8月22日,95.65,96.47,96.63,94.75,16.22M,-1.25%
2016年8月19日,96.86,96.91,97.24,96.34,14.27M,-0.14%
2016年8月18日,97,97.25,97.94,96.62,15.01M,0.00%
2016年8月17日,97,96.17,97.25,96.05,14.98M,0.35%
2016年8月16日,96.66,96.15,97.15,95.05,27.51M,-0.52%
2016年8月15日,97.17,98.28,98.86,96.82,33.81M,-1.10%
2016年8月12日,98.25,92.98,98.35,92.91,71.97M,7.06%
2016年8月11日,91.77,92.14,92.8,91.26,54.17M,5.08%
2016年8月10日,87.33,86.01,87.73,86.01,28.20M,2.45%
2016年8月9日,85.24,85.05,85.63,84.8,15.35M,0.28%
2016年8月8日,85,84.99,85.02,84.3,11.53M,0.48%
2016年8月5日,84.59,85.01,85.08,84.44,9.40M,-0.19%
2016年8月4日,84.75,83.75,84.98,83.69,10.73M,1.29%
2016年8月3日,83.67,83.3,83.84,83.17,5.37M,-0.16%
2016年8月2日,83.8,84.34,84.34,82.91,7.69M,-0.64%
2016年8月1日,84.34,82.79,84.8,82.59,13.40M,2.26%
2016年7月29日,82.48,83.37,83.42,81.94,8.71M,-0.77%
2016年7月28日,83.12,83.46,83.49,82.12,7.48M,0.02%
2016年7月27日,83.1,83.6,83.64,83,11.63M,-0.59%
2016年7月26日,83.59,82.86,83.63,82.63,7.71M,0.48%
2016年7月25日,83.19,84.47,84.79,82.61,13.19M,-1.54%
2016年7月22日,84.49,84,84.5,83.81,5.99M,0.37%
2016年7月21日,84.18,84.71,85,83.66,10.19M,-0.28%
2016年7月20日,84.42,83.27,84.7,83.23,13.99M,1.99%
2016年7月19日,82.77,82.48,83.69,82.05,9.80M,0.15%
2016年7月18日,82.65,80.6,82.79,80.6,12.11M,1.72%
2016年7月15日,81.25,81.78,82.49,80.97,8.92M,-0.60%
2016年7月14日,81.74,81.18,82.24,80.86,9.36M,1.45%
2016年7月13日,80.57,81.83,81.88,80.37,10.74M,-1.43%
2016年7月12日,81.74,81.79,82.88,81.51,15.29M,0.34%
2016年7月11日,81.46,79.33,81.9,79.24,17.42M,3.13%
2016年7月8日,78.99,78.44,79.35,77.8,14.03M,-0.45%
2016年7月7日,79.35,79,79.49,78.71,6.82M,0.90%
2016年7月6日,78.64,78.47,78.82,77.68,7.74M,-0.42%
2016年7月5日,78.97,79.04,79.55,78.37,6.85M,-0.85%
2016年7月1日,79.65,79.12,80.05,79.12,7.27M,0.15%
2016年6月30日,79.53,78.31,79.76,78.28,12.49M,1.91%
2016年6月29日,78.04,76.98,78.48,76.9,11.46M,2.31%
2016年6月28日,76.28,75.5,76.6,75.5,11.27M,2.76%
2016年6月27日,74.23,75.8,76.29,73.3,15.25M,-2.70%
2016年6月24日,76.29,76.83,77.5,75.43,18.22M,-3.60%
2016年6月23日,79.14,79.16,79.46,78.55,8.28M,0.52%
2016年6月22日,78.73,79.04,79.12,78.21,8.17M,0.14%
2016年6月21日,78.62,78.75,79.08,78.4,8.88M,0.60%
2016年6月20日,78.15,77.9,78.79,77.84,9.63M,1.49%
2016年6月17日,77,78.45,78.45,76.48,15.58M,-1.62%
2016年6月16日,78.27,77.84,78.4,76.2,13.57M,-0.15%
2016年6月15日,78.39,78.31,78.77,77.51,14.73M,0.80%
2016年6月14日,77.77,76.89,78.45,76.75,22.36M,3.07%
2016年6月13日,75.45,75.25,76.45,74.85,11.30M,-0.62%
2016年6月10日,75.92,76.43,77.05,75.76,10.42M,-2.11%
2016年6月9日,77.56,77.39,78.07,76.78,8.99M,-0.10%
2016年6月8日,77.64,78,78.53,77.38,11.61M,-0.26%
2016年6月7日,77.84,78.19,78.37,77.32,12.88M,-0.28%
2016年6月6日,78.06,77.11,78.33,76.7,19.17M,1.88%
2016年6月3日,76.62,77.24,77.8,75.71,23.69M,-0.88%
2016年6月2日,77.3,76.65,77.75,76.56,45.38M,0.80%
2016年6月1日,76.69,79.15,80.14,76.55,62.53M,-6.48%
2016年5月31日,82,81,82.03,80.2,78.86M,1.27%
2016年5月27日,80.97,78.49,81,78.39,24.55M,3.34%
2016年5月26日,78.35,76.99,78.86,76.8,26.97M,3.65%
2016年5月25日,75.59,78.53,79.2,74.12,49.69M,-6.82%
2016年5月24日,81.12,79.17,81.31,79.07,16.71M,2.68%
2016年5月23日,79,78.95,79.5,78.6,7.19M,0.27%
2016年5月20日,78.79,79.07,79.45,78.35,11.04M,0.60%
2016年5月19日,78.32,78.65,79.26,77.6,8.32M,-0.90%
2016年5月18日,79.03,78.71,80,78.47,9.09M,-0.40%
2016年5月17日,79.35,79.83,80.2,79.31,10.97M,0.08%
2016年5月16日,79.29,77.86,79.93,77.59,11.66M,2.76%
2016年5月13日,77.16,78.83,79.16,76.97,10.08M,-2.53%
2016年5月12日,79.16,80.01,80.45,78.32,8.79M,-0.80%
2016年5月11日,79.8,79.43,80.48,79.41,11.07M,0.10%
2016年5月10日,79.72,79.79,79.98,79.15,9.32M,0.39%
2016年5月9日,79.41,78.94,79.98,78.89,11.80M,0.27%
2016年5月6日,79.2,78.35,79.72,78.25,12.86M,0.47%
2016年5月5日,78.83,79.52,79.94,78.1,27.95M,3.97%
2016年5月4日,75.82,75.64,75.91,75.01,14.33M,-0.12%
2016年5月3日,75.91,75.96,76.27,75.42,8.02M,-0.91%
2016年5月2日,76.61,76.89,77,75.94,7.72M,-0.43%
2016年4月29日,76.94,76.81,77.28,75.66,10.12M,0.71%
2016年4月28日,76.4,77.65,77.9,76.09,9.96M,-1.61%
2016年4月27日,77.65,78.3,78.62,76.57,11.49M,-1.22%
2016年4月26日,78.61,78.85,79.56,77.8,9.63M,-0.29%
2016年4月25日,78.84,79.8,79.84,78.68,9.21M,-1.31%
2016年4月22日,79.89,80.12,85.89,79.16,8.65M,-1.10%
2016年4月21日,80.78,81.08,81.78,80.2,8.82M,-0.53%
2016年4月20日,81.21,79,81.73,78.99,14.91M,2.20%
2016年4月19日,79.46,79.2,80.48,78.47,14.74M,0.57%
2016年4月18日,79.01,78.52,79.12,77.71,7.77M,0.05%
2016年4月15日,78.97,79.45,79.75,78.46,11.71M,-0.80%
2016年4月14日,79.61,79.31,79.86,78.36,12.61M,-0.04%
2016年4月13日,79.64,78.74,79.72,78.5,14.15M,2.29%
2016年4月12日,77.86,78,78.24,76.87,7.12M,0.19%
2016年4月11日,77.71,78.07,78.59,77.43,7.90M,0.31%
2016年4月8日,77.47,78.27,78.76,76.62,8.40M,-0.18%
2016年4月7日,77.61,77.6,78.6,77.18,10.94M,-1.36%
2016年4月6日,78.68,77.3,79.15,77.19,9.07M,1.76%
2016年4月5日,77.32,78.2,78.3,76.91,9.60M,-2.23%
2016年4月4日,79.08,78.33,79.55,78.32,9.82M,0.44%
2016年4月1日,78.73,78.24,79.02,78.2,9.26M,-0.38%
2016年3月31日,79.03,78.5,79.84,78.41,11.32M,0.22%
2016年3月30日,78.86,79.01,79.55,78.54,10.70M,1.00%
2016年3月29日,78.08,75.6,78.24,75.57,12.54M,2.09%
2016年3月28日,76.48,76.45,76.89,74.9,6.08M,0.82%
2016年3月24日,75.86,75.15,76.15,73.53,8.83M,-0.91%
2016年3月23日,76.56,78.16,78.98,76.15,10.81M,-2.07%
2016年3月22日,78.18,77,78.55,76.91,9.15M,0.09%
2016年3月21日,78.11,77.09,79.68,76.94,15.49M,2.44%
2016年3月18日,76.25,74.97,76.3,74.71,13.35M,2.69%
2016年3月17日,74.25,73.76,74.37,73.51,9.42M,1.02%
2016年3月16日,73.5,72.01,73.66,71.86,7.70M,1.76%
2016年3月15日,72.23,72.62,72.84,71.75,8.37M,-1.53%
2016年3月14日,73.35,74.01,74.42,72.89,11.07M,-0.89%
2016年3月11日,74.01,72.58,74.01,72.22,11.22M,2.83%
2016年3月10日,71.97,72.5,73.05,70.61,11.25M,-0.64%
2016年3月9日,72.43,71.59,72.61,70.68,7.28M,1.91%
2016年3月8日,71.07,72.4,72.65,70.96,8.67M,-2.50%
2016年3月7日,72.89,72.2,73.98,72,11.24M,0.93%
2016年3月4日,72.22,70.96,72.96,70.72,10.76M,1.69%
