Open,High,Low,Close,Adj Close,Volume,rate,label
81.029999,82.25,80.110001,81.16999799999999,81.16999799999999,17910500,-0.0015,81.559998
81.16999799999999,81.559998,80.120003,80.589996,80.589996,21551500,-0.0070999999999999995,80.900002
80.440002,80.900002,77.769997,79.540001,79.540001,32661900,-0.013000000000000001,80.849998
79.650002,80.849998,79.510002,80.0,80.0,24953500,0.0058,89.290001
88.83000200000001,89.290001,84.910004,86.0,86.0,69448800,0.075,88.269997
87.82,88.269997,86.889999,87.059998,87.059998,30140600,0.0123,87.66999799999999
86.699997,87.66999799999999,86.059998,86.720001,86.720001,19776900,-0.0039000000000000003,87.5
87.050003,87.5,86.139999,86.769997,86.769997,16077800,0.0006,88.470001
87.08000200000001,88.470001,87.0,87.529999,87.529999,19015900,0.0088,88.480003
87.739998,88.480003,87.529999,88.400002,88.400002,12087900,0.009899999999999999,88.959999
88.510002,88.959999,88.050003,88.459999,88.459999,13424600,0.0007000000000000001,87.93
87.610001,87.93,86.610001,87.110001,87.110001,13490200,-0.015300000000000001,88.800003
86.989998,88.800003,86.470001,88.209999,88.209999,20727700,0.0126,90.800003
88.139999,90.800003,87.300003,90.699997,90.699997,29812300,0.0282,94.769997
91.349998,94.769997,90.91999799999999,93.879997,93.879997,40729400,0.0351,95.059998
94.279999,95.059998,93.190002,93.269997,93.269997,22183300,-0.006500000000000001,93.91999799999999
93.650002,93.91999799999999,91.550003,92.519997,92.519997,15674900,-0.008,92.989998
92.220001,92.989998,91.599998,92.599998,92.599998,9519300,0.0009,91.93
91.690002,91.93,90.58000200000001,90.949997,90.949997,14213000,-0.0178,91.5
91.349998,91.5,89.32,89.32,89.32,13893200,-0.0179,90.989998
90.089996,90.989998,89.489998,90.779999,90.779999,9905900,0.0163,91.540001
90.550003,91.540001,90.190002,90.510002,90.510002,9865300,-0.003,91.040001
90.510002,91.040001,89.900002,90.790001,90.790001,9428000,0.0031,91.410004
90.709999,91.410004,90.269997,90.589996,90.589996,8689000,-0.0022,91.599998
90.459999,91.599998,90.459999,90.709999,90.709999,11353900,0.0013,91.599998
90.650002,91.599998,88.24299599999999,88.290001,88.290001,15603000,-0.026699999999999998,88.18
88.040001,88.18,86.120003,87.58000200000001,87.58000200000001,16081800,-0.008,88.989998
87.699997,88.989998,87.199997,88.900002,88.900002,12551300,0.0151,89.480003
89.029999,89.480003,87.099998,87.209999,87.209999,13716200,-0.019,87.790001
87.41999799999999,87.790001,86.480003,86.629997,86.629997,9977100,-0.0067,87.16999799999999
86.300003,87.16999799999999,86.050003,86.120003,86.120003,10230400,-0.0059,86.699997
86.002998,86.699997,85.610001,86.089996,86.089996,10974200,-0.0003,87.800003
86.58000200000001,87.800003,86.480003,86.800003,86.800003,10241500,0.008199999999999999,87.589996
86.970001,87.589996,86.32,86.75,86.75,11737200,-0.0006,86.599998
86.510002,86.599998,85.16999799999999,85.739998,85.739998,10317000,-0.0116,86.400002
86.07,86.400002,85.58000200000001,85.68,85.68,7154200,-0.0007000000000000001,86.339996
85.980003,86.339996,84.83000200000001,85.08000200000001,85.08000200000001,11411300,-0.006999999999999999,85.809998
85.163002,85.809998,84.849998,85.16999799999999,85.16999799999999,9434300,0.0011,85.599998
85.470001,85.599998,84.900002,85.239998,85.239998,8949800,0.0008,84.650002
84.629997,84.650002,82.82,83.279999,83.279999,12668600,-0.023,83.279999
83.279999,83.279999,80.800003,81.07,81.07,15199800,-0.0265,83.690002
82.58000200000001,83.690002,81.959999,82.269997,82.269997,12551400,0.0148,83.0
82.599998,83.0,81.989998,82.459999,82.459999,5950000,0.0023,82.32
82.120003,82.32,81.779999,82.07,82.07,6760200,-0.004699999999999999,81.5
80.559998,81.5,80.120003,80.230003,80.230003,11864200,-0.022400000000000003,79.790001
79.449997,79.790001,76.209999,79.620003,79.620003,34221700,-0.0076,78.790001
76.58000200000001,78.790001,76.220001,77.940002,77.940002,22714900,-0.021099999999999997,81.190002
80.93,81.190002,79.040001,79.040001,79.040001,19778700,0.0141,81.199997
81.129997,81.199997,79.839996,80.300003,80.300003,11224500,0.0159,82.199997
80.91999799999999,82.199997,80.699997,81.860001,81.860001,10350500,0.0194,82.019997
81.58000200000001,82.019997,81.129997,81.5,81.5,7519300,-0.0044,81.5
80.900002,81.5,80.209999,80.730003,80.730003,9514200,-0.009399999999999999,82.0
81.389999,82.0,80.900002,81.529999,81.529999,8604500,0.009899999999999999,83.699997
81.989998,83.699997,81.58000200000001,83.360001,83.360001,14505400,0.022400000000000003,83.68
83.559998,83.68,82.050003,82.66999799999999,82.66999799999999,8126100,-0.0083,83.25
83.110001,83.25,82.220001,82.540001,82.540001,5750700,-0.0016,84.75
82.160004,84.75,82.0,84.150002,84.150002,11209200,0.0195,84.970001
84.660004,84.970001,83.25,83.879997,83.879997,7452300,-0.0032,85.379997
85.16999799999999,85.379997,82.650002,83.019997,83.019997,8759900,-0.0103,81.699997
80.849998,81.699997,79.68,81.400002,81.400002,12185700,-0.0195,80.800003
80.66999799999999,80.800003,79.25,80.559998,80.559998,12122800,-0.0103,81.369003
80.980003,81.369003,80.010002,80.260002,80.260002,7177100,-0.0037,80.639999
80.110001,80.639999,79.449997,79.959999,79.959999,6934700,-0.0037,79.904999
79.849998,79.904999,78.199997,78.339996,78.339996,12687000,-0.0203,78.5
78.199997,78.5,77.110001,77.989998,77.989998,9277000,-0.0045000000000000005,79.353996
78.07,79.353996,77.800003,78.870003,78.870003,8501200,0.0113,80.41999799999999
79.589996,80.41999799999999,79.480003,79.82,79.82,7502600,0.012,80.75
79.849998,80.75,78.639999,78.959999,78.959999,9297800,-0.0108,80.199997
79.650002,80.199997,78.660004,78.82,78.82,8738800,-0.0018,80.989998
79.860001,80.989998,79.5,80.470001,80.470001,11276700,0.0209,80.0
79.481003,80.0,76.150002,77.339996,77.339996,22976600,-0.038900000000000004,73.849998
72.32,73.849998,71.029999,73.379997,73.379997,41093200,-0.0512,76.730003
74.0,76.730003,73.660004,75.110001,75.110001,23230700,0.0236,75.489998
74.529999,75.489998,74.459999,74.760002,74.760002,12367300,-0.004699999999999999,75.239998
74.849998,75.239998,74.160004,75.190002,75.190002,12677400,0.0058,75.129997
74.050003,75.129997,73.730003,73.879997,73.879997,11155100,-0.0174,73.559998
73.150002,73.559998,72.809998,73.120003,73.120003,18179400,-0.0103,72.779999
71.980003,72.779999,70.029999,70.32,70.32,20995600,-0.0383,70.660004
69.32,70.660004,68.18,68.18,68.18,29128600,-0.0304,65.800003
58.16,65.800003,58.0,65.800003,65.800003,31376400,-0.0349,70.33000200000001
68.839996,70.33000200000001,67.489998,68.57,68.57,29948400,0.0421,69.449997
68.949997,69.449997,65.75,68.660004,68.660004,26389200,0.0013,71.589996
70.839996,71.589996,70.019997,70.839996,70.839996,18123800,0.0318,70.5
69.68,70.5,69.04499799999999,70.07,70.07,10604600,-0.0109,69.300003
69.18,69.300003,66.019997,66.120003,66.120003,18479900,-0.0564,66.839996
64.379997,66.839996,64.050003,64.83000200000001,64.83000200000001,23460900,-0.0195,66.0
65.690002,66.0,64.971001,65.540001,65.540001,13376300,0.011000000000000001,66.889999
65.820999,66.889999,65.410004,66.470001,66.470001,15803200,0.014199999999999999,65.57
65.404999,65.57,63.34,63.91,63.91,18186400,-0.0385,66.809998
65.779999,66.809998,60.25,60.91,60.91,50328400,-0.046900000000000004,64.66999799999999
62.73,64.66999799999999,62.529999,64.040001,64.040001,33147900,0.051399999999999994,64.25
63.52,64.25,63.34,63.830002,63.830002,13281600,-0.0033,64.790001
63.369999,64.790001,62.700001,64.629997,64.629997,17747000,0.0125,63.259997999999996
62.549999,63.259997999999996,61.48,62.599998,62.599998,26763300,-0.031400000000000004,65.360001
61.450001,65.360001,61.110001000000004,64.849998,64.849998,29035000,0.0359,68.08000200000001
65.610001,68.08000200000001,65.260002,67.230003,67.230003,25801000,0.036699999999999997,66.650002
66.410004,66.650002,65.599998,66.0,66.0,16594600,-0.0183,65.75
65.400002,65.75,64.010002,65.75,65.75,20127300,-0.0038,66.400002
65.379997,66.400002,62.959998999999996,63.900002,63.900002,22355100,-0.0281,63.27
62.939999,63.27,61.580002,61.900002,61.900002,14897900,-0.0313,62.299999
61.959998999999996,62.299999,59.68,60.0,60.0,22684600,-0.030699999999999998,60.34
59.419998,60.34,58.209998999999996,59.919998,59.919998,20645700,-0.0013,60.84
60.630001,60.84,58.919998,59.240002000000004,59.240002000000004,17009100,-0.0113,60.119999
58.810001,60.119999,57.314999,57.389998999999996,57.389998999999996,20661600,-0.031200000000000002,58.650002
57.299999,58.650002,57.200001,57.82,57.82,16771000,0.0075,60.080002
58.869999,60.080002,58.349998,58.970001,58.970001,16767100,0.0199,59.830002
59.5,59.830002,58.23,58.869999,58.869999,8147700,-0.0017000000000000001,63.240002000000004
58.360001000000004,63.240002000000004,58.200001,63.200001,63.200001,22356300,0.0736,64.775002
63.470001,64.775002,62.200001,63.93,63.93,13583500,0.0116,64.730003
63.720001,64.730003,63.279999,63.919998,63.919998,9620900,-0.0002,66.660004
64.839996,66.660004,64.379997,66.279999,66.279999,15770100,0.0369,68.410004
66.040001,68.410004,65.959999,67.699997,67.699997,18667500,0.021400000000000002,69.449997
67.699997,69.449997,67.309998,68.709999,68.709999,14762900,0.0149,70.470001
69.639999,70.470001,69.0,70.300003,70.300003,15549100,0.0231,70.32
69.489998,70.32,68.379997,69.68,69.68,13052800,-0.0088,69.699997
69.5,69.699997,67.425003,68.540001,68.540001,12286100,-0.016399999999999998,72.440002
69.339996,72.440002,69.260002,71.779999,71.779999,18203000,0.0473,73.639999
72.5,73.639999,71.209999,71.989998,71.989998,15953500,0.0029,73.0
71.800003,73.0,71.522003,72.650002,72.650002,10886900,0.0092,73.0
72.989998,73.0,71.550003,71.790001,71.790001,11093400,-0.0118,71.790001
71.790001,71.790001,68.889999,69.480003,69.480003,16800200,-0.0322,71.629997
70.160004,71.629997,70.07,70.989998,70.989998,10811400,0.0217,75.760002
